OBJECTID,RoadName,RoadID,SectionID,RoadIDSect,LocationBe,LocationEn,PMBeg,PMEnd,SurfaceTyp,Lanes,Length,Width,Area,PCI_Inspec,PCI_Insp_1,PCI_Curren,Functional,Quadrant,Supervisor,RoadYard,Constructi,Construc_1
2089,SAN GABRIAL DR,56142,1000,56142 - 1000,SAN CARLOS DR,RIVERSIDE DR,10,10.18,A,2,950,35,33250,24,2015/05/22,20,7 - Local,SE,1st District,SON,1965/01/01,1965/01/01,
1199,KEATON AVE,66018,1000,66018 - 1000,HWY 12,SUNNYSIDE AVE,10,10.31,A,2,1637,11,18007,69,2015/05/22,67,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1810,PANORAMA DR,77032,1000,77032 - 1000,HOLLAND DR,END,10,10.13,A,2,686,20,13720,23,2015/05/22,19,7 - Local,SE,1st District,COT,1964/01/01,1964/01/01,
1896,POINT DR,65003,1000,65003 - 1000,END,HIGH RD,10,10.1,A,2,528,16,8448,36,2015/05/28,33,7 - Local,SE,1st District,SON,1969/01/01,1969/01/01,
1898,PONDEROSA DR,67009,1000,67009 - 1000,BENNETT VALLEY RD,END,10,10.34,A,2,1795,23,41285,36,2015/05/18,33,7 - Local,SE,1st District,SON,1961/01/01,1961/01/01,
1675,NORTHSIDE AVE,56095,1000,56095 - 1000,PINE AVE,GREGER ST,10,10.16,A,2,845,26,21970,49,2015/05/22,46,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2200,SOLANO AVE,56022,1000,56022 - 1000,CARRIGER RD,ARNOLD DR,10,10.79,A,2,4171,19,79249,20,2015/05/22,16,7 - Local,SE,1st District,SON,1979/12/28,1979/12/28,
1572,MINNESOTA AVE,58035,1030,58035 - 1030,PENNGROVE AVE,OLD REDWOOD HWY,10.3,10.83,A,2,2798,21,58758,28,2015/04/26,24,7 - Local,SE,2nd District,COT,1983/01/01,1983/01/01,
1448,MANOR LN WEST BRANCH,57034,1000,57034 - 1000,MANOR LN,END COUNTY MAINTENANCE,10,11.47,A,2,7762,19,140191,10,2015/04/26,2,7 - Local,SE,2nd District,COT,1986/09/26,1986/09/26,
2094,SAN RAMON DR,56152,1002,56152 - 1002,PM 10.02,RIVERSIDE DR,10.02,10.13,A,2,581,34,19754,45,2015/05/22,42,7 - Local,SE,1st District,SON,1974/01/01,1974/01/01,
1246,LA GRAMA,66096,1000,66096 - 1000,EL PORTOLA DR,END,10,10.14,A,2,739,37,27343,73,2015/05/22,71,7 - Local,SE,1st District,SON,1981/01/01,1981/01/01,
1738,OLD MAPLE AVE,56053,1000,56053 - 1000,END,VERANO AVE,10,10.24,A,2,1267,32,40544,24,2015/05/22,20,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
2197,SOBRE VISTA CT,66035,1000,66035 - 1000,END,SOBRE VISTA RD,10,10.1,A,2,495,19,9405,5,2015/05/22,0,7 - Local,SE,1st District,SON,1967/01/01,1967/01/01,
1416,MADERA RD,56082,1000,56082 - 1000,ARROYO RD,VALLEJO AVE,10,10.09,A,2,475,13,6175,31,2015/05/22,27,7 - Local,SE,1st District,SON,1969/12/02,1969/12/02,
2119,SCHELLEVILLE RD,55057,1036,55057 - 1036,BEGIN IMPROVED SECTION / PM 10.36,EIGHTH ST EAST,10.36,10.48,A,2,634,17,10778,43,2015/05/28,40,7 - Local,SE,1st District,SON,1974/01/01,1974/01/01,
1329,LICHAU RD,67002,1336,67002 - 1336,CATTLE GUARD,HYLAND WAY,13.36,14.45,A,2,5755,16,92080,39,2015/03/30,35,7 - Local,SE,1st District,COT,1968/02/28,1968/02/28,
1946,RANCHO ADOBE CT,57080,1000,57080 - 1000,ADOBE RD,DEAD END,10,10.09,A,2,475,36,17100,81,2015/04/26,79,7 - Local,SE,2nd District,COT,2003/12/16,2003/12/16,
1280,LAS FLORES DR,66089,1000,66089 - 1000,END,END,10,10.12,A,2,634,36,22824,53,2015/05/20,50,7 - Local,SE,1st District,SON,1971/01/01,1971/01/01,
1830,PENNGROVE AVE,57051,1000,57051 - 1000,MINNESOTA AVE,OLD REDWOOD HWY,10,10.61,A,2,3221,18,57978,24,2015/04/26,20,7 - Local,SE,2nd District,COT,1983/01/01,1983/01/01,
1900,POPLAR AVE,58041,1000,58041 - 1000,WEST RAILROAD AVE,CYPRESS AVE,10,11,A,2,5280,24,126720,62,2015/04/26,58,5 - Major Collector,SE,2nd District,COT,1988/01/01,1988/01/01,
1853,PETALUMA HILL RD,5710B,1297,5710B - 1297,E. COTATI AVE,ROHNERT PARK EXP,12.97,13.65,O,2,3590,44,157960,87,2015/04/26,86,5 - Major Collector,SE,3rd District,COT,2006/06/09,1971/01/01,
1625,MT TAYLOR DR,77026,1000,77026 - 1000,END,BENNETT VIEW DR,10,10.28,A,2,1478,18,26604,22,2015/05/29,18,7 - Local,SE,1st District,COT,1966/12/31,1966/12/31,
1458,MARIN AVE,66024,1000,66024 - 1000,CEDAR AVE,STATE HWY 12,10,10.07,A,2,370,36,13320,7,2015/05/29,2,7 - Local,SE,1st District,SON,1967/01/01,1967/01/01,
1639,NAPA RD,5503B,1122,5503B - 1122,8TH ST EAST,DENMARK ST,11.22,12.07,O,2,4488,32,143616,86,2015/02/23,85,3 - Other Principal Arterial,SE,1st District,SON,2006/06/09,1986/01/01,
2255,ST MATTHEW CT,56242,1000,56242 - 1000,AVENIDA SEBASTIANI,END,10,10.03,A,2,158,32,5056,45,2015/05/28,42,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
1425,MAFFEI RD,55006,1006,55006 - 1006,MAFFEI RD N. BRANCH,HWY 121,10.06,10.43,A,2,1954,16,31264,45,2015/05/18,42,7 - Local,SE,1st District,SON,1985/01/01,1985/01/01,
2093,SAN RAMON DR,56152,1000,56152 - 1000,SAN CARLOS DR,PM 10.02,10,10.02,A,2,106,35,3710,21,2015/05/22,17,7 - Local,SE,1st District,SON,1965/01/01,1965/01/01,
1331,LICHAU WOODS CT,57077,1000,57077 - 1000,OLD REDWOOD HWY N,END,10,10.02,A,2,106,86,9116,65,2015/04/26,63,7 - Local,SE,2nd District,COT,1997/01/01,1997/01/01,
2039,ROBINSON RD,56056B,1028,56056B - 1028,END IMPROVED RD,MICHAEL DR,10.28,10.44,A,2,845,30,25350,31,2015/05/22,27,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1366,LORNA DR,66038,2000,66038 - 2000,LORNA DR,MARTY ST,20,20.1,A,2,528,24,12672,32,2015/05/29,29,7 - Local,SE,1st District,SON,1964/01/01,1964/01/01,
2061,RONSHEIMER RD,57049,2000,57049 - 2000,END,OLD REDWOOD HWY,20,20.22,A,2,1162,20,23240,37,2015/04/26,33,7 - Local,SE,2nd District,COT,1988/01/01,1988/01/01,
1275,LARK AVE,56140,1000,56140 - 1000,END,ARNOLD DR,10,10.16,A,2,795,33,26235,10,2015/05/22,6,7 - Local,SE,1st District,SON,1959/01/01,1959/01/01,
1794,ORMSBY LN,57039,1000,57039 - 1000,CORONA RD,END,10,10.64,A,2,3379,16,54064,22,2015/04/26,1,7 - Local,SE,2nd District,COT,1984/01/01,1984/01/01,
1942,RAMAL RD,55011,2000,55011 - 2000,RAMAL RD,RAMAL RD,20,20.15,A,2,792,32,25344,53,2006/01/20,26,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
1452,MAPLE AVE,76013,1000,76013 - 1000,LOS GUILICOS,STATE HWY 12,10,10.21,A,2,1109,27,29943,73,2015/04/17,71,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
1760,OLD REDWOOD HWY N,5712B,1615,5712B - 1615,E-W RAILROAD AVE,COTATI CITY LIMIT,16.15,16.48,O,2,1748,41,71668,84,2015/03/30,82,5 - Major Collector,SE,2nd District,COT,2013/09/05,1974/01/01,
2234,SPERRING RD,56010,1000,56010 - 1000,END,MOCABEE RD,10,10.16,A,2,845,13,10985,6,2015/05/28,1,7 - Local,SE,1st District,SON,1982/01/01,1982/01/01,
1444,MANA WAY,56235,1000,56235 - 1000,MOLINE WAY,END,10,10.05,A,2,264,34,8976,16,2015/05/29,12,7 - Local,SE,1st District,SON,1985/01/01,1985/01/01,
2179,SKAGGS ISLAND RD,45006,1099,45006 - 1099,RR CROSSING,RAMAL RD,10.99,11.42,A,2,2270,20,45400,39,2015/06/10,36,7 - Local,SE,1st District,SON,1971/01/01,1971/01/01,
1330,LICHAU RD,67002,1445,67002 - 1445,HYLAND WAY,CATTLE GUARD / END PAVEMENT,14.45,15.17,O,2,3802,12,45624,96,2015/03/30,92,7 - Local,SE,1st District,COT,2013/08/05,1970/05/30,
2091,SAN JACINTO DR,56135,1009,56135 - 1009,ANZA DR,SAN RAMON DR,10.09,10.18,O,2,475,34,16150,26,2015/05/22,23,7 - Local,SE,1st District,SON,1974/01/01,1974/01/01,
1239,KNOB HILL RD,55009,1000,55009 - 1000,BURNDALE RD,SOUTH CENTRAL AVE,10,10.25,A,2,1320,21,27720,51,2015/05/18,49,7 - Local,SE,1st District,SON,1977/01/01,1977/01/01,
1691,OAK ST,57055,2000,57055 - 2000,EAST ST,ADOBE RD,20,20.4,A,2,2112,21,44352,67,2015/06/16,65,7 - Local,SE,2nd District,COT,1988/01/01,1988/01/01,
2361,TEMELEC CIR,56171,1002,56171 - 1002,MISSION DR,VIA COLOMBARD,10.02,10.85,A,1,4382,22,96404,33,2015/05/28,30,7 - Local,SE,1st District,SON,1975/01/01,1975/01/01,
1583,MISSION WAY,66030,1000,66030 - 1000,LONDON WAY,ADOBE WAY,10,10.27,A,2,1426,23,32798,20,2015/05/29,16,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1637,NAPA RD,5503B,1049,5503B - 1049,LEAVE CITY SONOMA,FIFTH ST EAST,10.49,10.56,O,2,370,32,11840,97,2015/02/23,90,3 - Other Principal Arterial,SE,1st District,SON,2014/11/30,1984/01/01,
1479,MARTY ST,66042,1000,66042 - 1000,MADRONE RD,CECELIA DR,10,10.35,A,2,1848,35,64680,29,2015/05/29,25,7 - Local,SE,1st District,SON,1964/01/01,1964/01/01,
2161,SHAW AVE,76014,1000,76014 - 1000,LOS GUILICOS,STATE HWY 12,10,10.2,A,2,1056,26,27456,73,2015/04/17,71,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
2202,SOLANO CT,56202,1000,56202 - 1000,END,SOLANO AVE,10,10.1,A,2,528,32,16896,29,2015/05/22,25,7 - Local,SE,1st District,SON,1981/01/01,1981/01/01,
1308,LAWNDALE RD,76023,1172,76023 - 1172,SCHULTZ RD,BUCKEYE RD,11.72,12.79,A,2,5650,17,96050,36,2015/05/18,33,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
1839,PEPPERWOOD CT,56158,1000,56158 - 1000,END,KENLEIGH DR,10,10.16,A,2,845,23,19435,36,2015/05/18,33,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1723,OLD BENNETT RDG RD,66081A,1033,66081A - 1033,BARDY RD,ROLLO RD,10.33,10.47,A,2,739,23,16997,30,2015/05/18,26,7 - Local,SE,1st District,SON,1971/01/01,1971/01/01,
2213,SONOMA MTN RD,66060,2219,66060 - 2219,PRESSLEY RD,SONOMA RIDGE RD,22.19,23.25,A,2,5069,19,96311,23,2015/03/30,19,7 - Local,SE,1st District,SON,1969/01/01,1969/01/01,
1443,MALLARD DR,65004,1000,65004 - 1000,RIDGE RD,POINT DR,10,10.41,A,2,2165,20,43300,35,2015/05/28,32,7 - Local,SE,1st District,SON,1969/01/01,1969/01/01,
2176,SIXTH AVE,56130,1000,56130 - 1000,VALLEJO AVE,BAINES AVE,10,10.08,A,2,422,23,9706,38,2015/05/22,35,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1332,LICHTENBERG AVE,66020,1000,66020 - 1000,DECHENE AVE,HWY 12,10,10.11,A,2,570,31,17670,34,2015/05/22,31,7 - Local,SE,1st District,SON,1967/01/01,1967/01/01,
1947,RANDOLPH AVE,76007,1000,76007 - 1000,END,STATE HWY 12,10,10.35,A,2,1848,32,59136,39,2015/04/17,35,7 - Local,SE,1st District,SON,1990/01/01,1967/01/14,
1605,MORAGA DR,78028,1000,78028 - 1000,END,S.R. CITY LIMITS,10,10.26,A,2,1373,37,50801,23,2015/05/29,19,7 - Local,SE,3rd District,COT,1966/01/01,1966/01/01,
1306,LAWNDALE RD,76023,1000,76023 - 1000,WARM SPRINGS RD,KEISER RD,10,11.01,A,2,5333,16,85328,37,2015/05/18,34,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
1641,NAPA RD,5503B,1232,5503B - 1232,WELZEL LN,STATE HWY 12/121,12.32,14.29,O,2,10402,40,416080,86,2015/02/23,85,5 - Major Collector,SE,1st District,SON,2006/06/09,1977/01/01,
1396,LUCAS AVE,56111,2000,56111 - 2000,RIVERSIDE DR,CHERRY AVE,20,20.17,A,2,620,16,9920,6,2015/05/29,1,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2102,SANTA BARBARA DR,78030,1000,78030 - 1000,SANTA ANA DR,MORAGA DR,10,10.3,A,2,1584,36,57024,27,2015/05/22,23,7 - Local,SE,3rd District,COT,1966/01/01,1966/01/01,
1321,LIBBY AVE,76003,1000,76003 - 1000,LOS GUILICOS,HWY 12,10,10.14,A,2,739,18,13302,33,2015/04/08,29,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
2088,SAN DOMINGO DR,78034,1000,78034 - 1000,ELSINORE WAY,MORAGA DR,10,10.26,A,2,1373,36,49428,17,2015/05/22,13,7 - Local,SE,3rd District,COT,1966/01/01,1966/01/01,
1252,LADERA DR,56129,1000,56129 - 1000,CALLA DEL ARROYO,END,10,10.03,A,2,158,32,5056,61,2015/05/22,59,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
1780,OLSEN LN,57045,1000,57045 - 1000,END,ELYSIAN AVE,10,10.12,A,2,634,13,8242,27,2015/04/26,23,7 - Local,SE,2nd District,COT,1984/01/01,1984/01/01,
1403,LYNCH RD,57036,2099,57036 - 2099,CATTLE GUARD #2,HARDIN LN,20.99,22.02,A,2,5438,18,97884,10,2015/03/30,5,7 - Local,SE,2nd District,COT,1982/01/01,1982/01/01,
2026,RIVERSIDE DR,56015,1178,56015 - 1178,BOYES BLVD,END,11.78,12.04,A,2,1373,36,49428,23,2015/05/22,19,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1382,LOS GUILICOS AVE,76002,1000,76002 - 1000,GRISWOLD AVE,PM 10.12,10,10.12,A,2,634,18,11412,73,2015/04/08,71,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
1825,PEARSON AVE,55014,1000,55014 - 1000,HYDE RD,BURNDALE RD,10,10.46,A,2,2429,21,51009,31,2015/05/18,28,7 - Local,SE,1st District,SON,1977/01/01,1977/01/01,
1939,RAMAL RD,5501,1000,5501 - 1000,HIGHWAY 12,DALE AVE,10,10.47,A,2,2482,22,54604,11,2015/02/11,1,6 - Minor Collector,SE,1st District,SON,1969/09/11,1969/09/11,
1855,PETALUMA HILL RD,5710B,1498,5710B - 1498,CRANE CANYON RD,SNYDER LN,14.98,16.73,A,2,9240,38,351120,96,2015/04/26,93,5 - Major Collector,SE,3rd District,COT,1972/01/01,1972/01/01,
1515,MELODY CT,56208,1000,56208 - 1000,MELODY LN,END,10,10.07,A,2,370,34,12580,22,2015/05/29,18,7 - Local,SE,1st District,SON,1980/01/01,1980/01/01,
1735,OLD LAKEVILLE RD 1,46004,1000,46004 - 1000,LAKEVILLE RD.,LAKEVILLE RD.,10,10.62,A,2,3274,19,62206,35,2015/06/10,32,7 - Local,SE,2nd District,COT,1971/09/29,1971/09/29,
2253,ST JAMES DR,56241,1000,56241 - 1000,SOUTH TEMELEC CIR,SOUTH TEMELEC CIR,10,10.2,A,2,1056,32,33792,38,2015/05/28,35,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
1450,MANZANITA LN,66077,1000,66077 - 1000,END,TRINITY RD,10,10.11,A,2,581,22,12782,30,2015/06/10,27,7 - Local,SE,1st District,SON,1980/01/01,1980/01/01,
2152,SEVENTH ST EAST,55037,1075,55037 - 1075,EAST NAPA ST,END,10.75,11.25,A,2,2640,19,50160,16,2015/04/07,8,5 - Major Collector,SE,1st District,SON,1987/01/01,1987/01/01,
1339,LIQUID AMBER LN,56230,1000,56230 - 1000,END,ARNOLD DR,10,10.12,A,2,634,33,20922,41,2015/05/22,38,7 - Local,SE,1st District,SON,1979/01/01,1979/01/01,
2062,ROSE AVE,56133,3000,56133 - 3000,HIGHLANDS BLVD,END,30,30.04,A,2,211,10,2110,45,2015/05/31,42,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1247,LA PAZ LN,67013,1000,67013 - 1000,SONOMA MOUNTAIN RD,END,10,10.52,A,2,2746,22,60412,37,2015/04/15,34,7 - Local,SE,1st District,SON,1979/01/01,1979/01/01,
1807,PALMER AVE,55031,1000,55031 - 1000,END,LEVERONI RD,10,10.15,A,2,792,19,15048,14,2015/05/28,10,7 - Local,SE,1st District,SON,1986/01/01,1986/01/01,
1848,PETALUMA HILL RD,5710B,1046,5710B - 1046,ADOBE RD,FORMSCHLAG LN,10.46,10.96,O,2,2640,37,97680,90,2015/04/26,88,5 - Major Collector,SE,2nd District,COT,2013/09/03,1976/01/01,
1618,MOUND AVE,76019,1000,76019 - 1000,END,WARM SPRINGS RD,10,10.09,A,2,475,10,4750,73,2015/04/17,71,7 - Local,SE,1st District,SON,1968/01/01,1968/01/01,
1690,OAK ST,56037,1000,56037 - 1000,ARNOLD DR,RIVERSIDE DR,10,10.46,A,2,2429,20,48580,16,2015/05/22,12,7 - Local,SE,1st District,SON,1988/01/01,1988/01/01,
2248,ST GERMAIN LN,55055,1000,55055 - 1000,DENMARK ST,END,10,10.04,A,2,211,24,5064,4,2015/05/28,0,7 - Local,SE,1st District,SON,1973/01/01,1973/01/01,
1571,MINNESOTA AVE,58035,1000,58035 - 1000,END,PENNGROVE AVE,10,10.3,A,2,1584,12,19008,29,2015/04/26,25,7 - Local,SE,2nd District,COT,1983/01/01,1983/01/01,
1928,RAILROAD AVE,56047,3076,56047 - 3076,BOYES BLVD,EL DORADO DR,30.76,30.81,O,2,264,45,11880,11,2015/05/22,5,5 - Major Collector,SE,1st District,SON,1966/01/01,1966/01/01,
1897,POLLEY LANE,56204,1000,56204 - 1000,JAMI LEE LN,WAGELE DR,10,10.13,A,2,686,35,24010,38,2015/05/29,35,7 - Local,SE,1st District,SON,1981/01/01,1981/01/01,
1602,MOON MOUNTAIN DR,66031,1050,66031 - 1050,ROAD NARROWS,END,10.5,11.52,A,2,5386,15,80790,33,2015/05/29,30,7 - Local,SE,1st District,SON,1984/01/01,1984/01/01,
1697,OAKWOOD DR,66071,1000,66071 - 1000,MAPLEWOOD DR,BROOKVEIW DR,10,10.05,A,2,264,36,9504,5,2015/05/29,0,7 - Local,SE,1st District,SON,1979/01/01,1979/01/01,
2210,SONOMA MTN RD,57035,1308,57035 - 1308,HARD LEFT / ROAD NARROWS,END / LOCKED GATE,13.08,15.73,A,2,13992,14,195888,2,2015/03/30,1,7 - Local,SE,2nd District,COT,1968/01/01,1968/01/01,
1414,MAC ARTHUR ST,55033,1080,55033 - 1080,SONOMA CITY LIMITS,END,10.96,11.5,A,2,3000,19,57000,15,2015/04/07,7,5 - Major Collector,SE,1st District,SON,1977/06/18,1977/06/18,
2118,SCHELLEVILLE RD,55057,1000,55057 - 1000,EIGHTH ST EAST,BEGIN IMPROVED SECTION / PM 10.36,10,10.36,A,2,1901,15,28515,10,2015/05/28,6,7 - Local,SE,1st District,SON,1974/01/01,1974/01/01,
1386,LOUISE LN,55056,1000,55056 - 1000,DENMARK ST,END,10,10.04,A,2,211,25,5275,3,2015/05/28,0,7 - Local,SE,1st District,SON,1973/01/01,1973/01/01,
2045,ROBLES SERENO CT,66101,1000,66101 - 1000,END,LA GRAMA,10,10.04,A,2,211,35,7385,64,2015/05/22,62,7 - Local,SE,1st District,SON,1981/01/01,1981/01/01,
1786,ORCHARD LN,57042B,2000,57042B - 2000,END,ORCHARD LN,20,20.27,A,2,1426,20,28520,50,2015/04/26,47,7 - Local,SE,2nd District,COT,1988/01/01,1988/01/01,
1941,RAMAL RD,5501,1364,5501 - 1364,SKAGGS ISLAND RD,NAPA COUNTY LINE,13.64,14.11,A,2,2482,21,52122,35,2015/02/11,28,6 - Minor Collector,SE,1st District,SON,1970/01/01,1970/01/01,
1758,OLD REDWOOD HWY N,5712B,1460,5712B - 1460,ADOBE RD,MINNESOTA AVE,14.6,15.52,O,2,4864,41,199424,96,2015/03/30,90,5 - Major Collector,SE,2nd District,COT,2013/09/05,1974/01/01,
2224,SOUTH TEMELC CIR,56240,951,56240 - 951,HERMOSA PKWY,TEMELEC CIR,9.51,10.02,A,2,2693,32,86176,37,2015/05/28,34,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
1442,MALDONADO AVE,56065,2000,56065 - 2000,FIRST AVE,SECOND AVE,20,20.05,A,2,264,21,5544,35,2015/05/29,32,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2140,SECOND AVE,56086,1000,56086 - 1000,THOMSON AVE,BAINES AVE,10,10.14,A,2,739,25,18475,26,2015/05/22,22,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
1319,LEVERONI RD,5503A,0943,5503A - 0943,FIFTH ST WEST,ENTER CITY SONOMA,9.43,9.67,O,2,1267,34,43078,92,2015/04/07,91,5 - Major Collector,SE,1st District,SON,2011/08/01,1973/01/01,
1404,LYNCH RD,57036,2202,57036 - 2202,HARDIN RD,END,22.02,23.6,A,2,8342,20,166840,23,2015/03/30,19,7 - Local,SE,2nd District,COT,1982/01/01,1982/01/01,
2189,SLEEPY HOLLOW CT,56227,1000,56227 - 1000,PETALUMA AVE,END,10,10.17,A,2,898,24,21552,25,2015/05/22,21,7 - Local,SE,1st District,SON,1981/01/01,1981/01/01,
1365,LORI CT,56201,1000,56201 - 1000,ROBIN AVE,END,10,10.02,A,2,106,57,6042,44,2015/05/22,41,7 - Local,SE,1st District,SON,1977/01/01,1977/01/01,
2024,RIVERSIDE DR,56015,1090,56015 - 1090,VERANO AVE,CRAIG AVE,10.9,11.34,A,2,2323,24,55752,43,2015/05/31,40,7 - Local,SE,1st District,SON,1992/10/01,1966/11/07,
1260,LAKEVILLE RD,3601,1217,3601 - 1217,OLD LAKEVILLE RD 3 (SOUTH END),OLD LAKEVILLE RD 3 (NORTH END),12.17,13.78,O,2,8501,32,272032,92,2015/02/23,88,4 - Minor Arterial,SE,2nd District,COT,2002/11/12,1979/07/16,
1782,ORANGE AVE,56025,1000,56025 - 1000,ARNOLD DR,CRAIG AVE,10,11.15,A,2,6072,20,121440,22,2015/05/22,18,7 - Local,SE,1st District,SON,1988/12/31,1988/12/31,
2364,TEMELEC DR,56197,3000,56197 - 3000,END,TEMELEC DR,30,30.03,A,2,158,40,6320,30,2015/05/28,27,7 - Local,SE,1st District,SON,1975/01/01,1975/01/01,
1569,MILLERICK RD,55005,1000,55005 - 1000,END,STATE HIGHWAY 12/121,10,11.71,A,2,9029,32,288928,14,2015/05/18,10,7 - Local,SE,1st District,SON,1996/12/31,1996/12/31,
1722,OLD BENNETT RDG RD,66081A,1000,66081A - 1000,BENNETT VALLEY RD,BARDY RD,10,10.33,A,2,1742,22,38324,28,2015/05/18,24,7 - Local,SE,1st District,SON,1965/01/01,1965/01/01,
2217,SOUTH CENTRAL AVE,55003,1000,55003 - 1000,DALE AVE,STATE HIGHWAY 12,10,10.41,A,2,2165,15,32475,26,2015/05/28,22,7 - Local,SE,1st District,SON,1986/01/01,1986/01/01,
1395,LOWER RD,65002,1000,65002 - 1000,HIGH RD,RIDGE RD,10,10.49,A,2,2587,19,49153,32,2015/05/28,29,7 - Local,SE,1st District,SON,1969/01/01,1969/01/01,
2105,SANTA ROSA AVE,7802,1001,7802 - 1001,ROBERTS LAKE RD,HORN AVE,10.01,10.28,A,2,1426,55,78430,78,2015/03/30,75,5 - Major Collector,SE,3rd District,COT,1954/01/01,1954/01/01,
1328,LICHAU RD,67002,1246,67002 - 1246,BRIDGE 20C-265,CATTLE GUARD,12.46,13.36,A,2,4752,18,85536,43,2015/03/30,40,7 - Local,SE,1st District,COT,1969/12/02,1969/12/02,
1854,PETALUMA HILL RD,5710B,1365,5710B - 1365,ROHNERT PARK EXP,CRANE CANYON RD,13.65,14.98,A,2,7022,37,259814,87,2015/04/26,84,5 - Major Collector,SE,1st District,COT,1982/02/22,1982/02/22,
1842,PERU RD,55023,1000,55023 - 1000,FIFTH ST EAST,EIGTH ST EAST,10,10.65,A,2,3432,18,61776,31,2015/02/11,23,6 - Minor Collector,SE,1st District,SON,1970/01/01,1970/01/01,
1292,LAUREL AVE,76011,2000,76011 - 2000,FREDERICA,STATE HWY 12,20,20.29,A,2,1531,25,38275,36,2015/04/08,32,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
1756,OLD REDWOOD HWY N,5712B,1353,5712B - 1353,DENMAN RD,MAIN ST PENNGROVE,13.53,14.13,O,2,3150,32,100800,96,2015/03/30,90,5 - Major Collector,SE,2nd District,COT,2013/09/05,1974/01/01,
2228,SPECHT RD,55026,1000,55026 - 1000,HWY 12,END,10,10.24,A,2,1400,19,26600,76,2015/05/28,74,7 - Local,SE,1st District,SON,1972/01/01,1972/01/01,
1579,MISSION DR,76028,2000,76028 - 2000,GREENE ST,MISBRO WAY,20,20.06,A,2,317,35,11095,53,2015/04/09,50,7 - Local,SE,1st District,SON,1990/01/01,1990/01/01,
1451,MANZANITA RD,56060B,1015,56060B - 1015,ACADEMY LN,WEST THOMSON AVE,10.15,10.32,A,2,898,20,17960,12,2015/05/29,8,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2034,ROBIN AVE,56141,1000,56141 - 1000,LARK AVE,ARNOLD DR,10,10.18,A,2,950,32,30400,32,2015/05/22,29,7 - Local,SE,1st District,SON,1977/01/01,1977/01/01,
1640,NAPA RD,5503B,1207,5503B - 1207,DENMARK ST,WELZEL LN,12.07,12.32,O,2,1320,40,52800,87,2015/02/23,86,5 - Major Collector,SE,1st District,SON,2006/06/09,1977/01/01,
2351,SYLVIA DR,66075,1000,66075 - 1000,DUNBAR DR,STATE HWY 12,10,10.25,A,2,1320,23,30360,44,2015/04/17,41,7 - Local,SE,1st District,SON,1961/01/01,1961/01/01,
1622,MOUNTAIN VIEW AVE,68076,2100,68076 - 2100,HUNTER LN,SNYDER LN,21,21.5,A,2,2640,23,60720,47,2015/04/26,42,5 - Major Collector,SE,3rd District,COT,1984/01/01,1984/01/01,
1517,MELROSE COURT,56255,1000,56255 - 1000,END,ROBINSON RD,10,10.05,A,2,264,32,8448,49,2015/05/29,46,7 - Local,SE,1st District,SON,1997/01/01,1997/01/01,
2157,SHAINSKY RD,55019,1000,55019 - 1000,HWY 12,EAST WATMAUGH RD,10,10.25,A,2,1320,20,26400,26,2015/05/28,22,7 - Local,SE,1st District,SON,1977/01/01,1977/01/01,
2196,SNYDER LN,68025,1290,68025 - 1290,MOUNTAIN VIEW AVE,PETALUMA HILL RD,13,13.18,O,2,920,38,34960,97,2015/04/26,90,5 - Major Collector,SE,3rd District,COT,2013/09/03,1996/07/31,
1350,LOCUST AVE,56094,1000,56094 - 1000,PINE AVE,SPRING ST,10,10.06,A,2,317,18,5706,34,2015/05/22,31,7 - Local,SE,1st District,SON,1966/01/01,1966/01/01,
2021,RIVERSIDE DR,56015,1000,56015 - 1000,HWY 12,PETALUMA AVE,10,10.12,A,2,634,43,27262,74,2015/05/31,71,5 - Major Collector,SE,1st District,SON,1992/10/01,1966/09/10,
